brand,brandSlug,series,seriesSlug,categories,runtimeVersionCount,runtimeTrimBearingVersions,seriesResearchStatus,researchedVerifiedVersions,researchedVerifiedTrims,researchedGenerations,reviewRequiredConfigs,noVerifiedTrimConfigs
"Fiat","fiat","Linea","linea","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Marea","marea","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Palio","palio","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Panda","panda","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Punto","punto","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Punto Evo","punto-evo","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Siena","siena","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Stilo","stilo","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Tempra","tempra","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Uno","uno","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Freemont","freemont","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Fullback","fullback","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Panda 4x4","panda-4x4","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Sedici","sedici","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Toro","toro","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Doblo Cargo","doblo-cargo","arac/minivan-panelvan",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Doblo Combi","doblo-combi","arac/minivan-panelvan",5,3,"RESEARCHED_WITH_VERIFIED_DATA",3,3,1,0,0
"Fiat","fiat","Fiorino Cargo","fiorino-cargo","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Fiorino Panorama","fiorino-panorama","arac/minivan-panelvan",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Scudo","scudo","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Talento","talento","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","500e","500e","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","600e","600e","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","E-Doblo","e-doblo","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Topolino","topolino","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Fiat","fiat","Egea Wagon","egea-wagon","arac/otomobil",3,3,"RESEARCHED_WITH_VERIFIED_DATA",3,2,1,1,0
"Ford","ford","Focus","focus","arac/otomobil",7,4,"RESEARCHED_WITH_VERIFIED_DATA",4,5,1,0,0
"Ford","ford","Fiesta","fiesta","arac/otomobil",10,3,"RESEARCHED_WITH_VERIFIED_DATA",3,2,1,1,0
"Ford","ford","Puma","puma","arac/arazi-suv-pickup",7,3,"RESEARCHED_WITH_VERIFIED_DATA",3,2,1,0,0
"Ford","ford","Kuga","kuga","arac/arazi-suv-pickup",7,3,"RESEARCHED_WITH_VERIFIED_DATA",3,3,1,0,0
"Ford","ford","Ranger","ranger","arac/arazi-suv-pickup",5,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Transit","transit","arac/minivan-panelvan",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Transit Custom","transit-custom","arac/minivan-panelvan",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Tourneo","tourneo","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","B-Max","b-max","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","C-Max","c-max","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Cougar","cougar","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Escort","escort","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Fusion","fusion","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Galaxy","galaxy","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Ka","ka","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Mondeo","mondeo","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Mustang","mustang","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Probe","probe","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Scorpio","scorpio","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Sierra","sierra","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","StreetKa","streetka","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Taurus","taurus","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Tourneo Connect","tourneo-connect","arac/otomobil|arac/minivan-panelvan",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Tourneo Courier","tourneo-courier","arac/otomobil|arac/minivan-panelvan",8,5,"RESEARCHED_WITH_VERIFIED_DATA",5,5,3,0,0
"Ford","ford","Bronco","bronco","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Edge","edge","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Escape","escape","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Everest","everest","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Explorer","explorer","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Maverick","maverick","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Tourneo Custom","tourneo-custom","arac/minivan-panelvan",5,4,"RESEARCHED_WITH_VERIFIED_DATA",4,3,1,1,0
"Ford","ford","Transit Connect","transit-connect","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Transit Courier","transit-courier","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Capri EV","capri-ev","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","E-Transit Courier","e-transit-courier","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Explorer EV","explorer-ev","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ford","ford","Mustang Mach-E","mustang-mach-e","arac/arazi-suv-pickup",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Foton","foton","Sauvana","sauvana","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Foton","foton","Tunland","tunland","arac/arazi-suv-pickup",3,0,"NOT_RESEARCHED",0,0,0,0,0
"GAZ","gaz","Gazelle","gazelle","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GAZ","gaz","Sobol","sobol","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","CK","ck","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","Echo","echo","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","Emgrand EC7","emgrand-ec7","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","Emgrand GT","emgrand-gt","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","FC","fc","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","MK","mk","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Geely","geely","Otaka","otaka","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Acadia","acadia","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Canyon","canyon","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Envoy","envoy","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Hummer EV","hummer-ev","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Sierra","sierra","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Terrain","terrain","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Yukon","yukon","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"GMC","gmc","Savana","savana","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Civic","civic","arac/otomobil",9,7,"RESEARCHED_WITH_VERIFIED_DATA",7,4,1,1,0
"Honda","honda","City","city","arac/otomobil",4,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","CR-V","cr-v","arac/arazi-suv-pickup",4,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","HR-V","hr-v","arac/arazi-suv-pickup|arac/otomobil",6,3,"RESEARCHED_WITH_VERIFIED_DATA",3,5,2,0,0
"Honda","honda","Accord","accord","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","CR-Z","cr-z","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","CRX","crx","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","E","e","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Insight","insight","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Integra","integra","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Jazz","jazz","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Legend","legend","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","NSX","nsx","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Prelude","prelude","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","S2000","s2000","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Stream","stream","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Pilot","pilot","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","ZR-V","zr-v","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","e:Ny1","e-ny1","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Honda","honda","Honda e","honda-e","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hongqi","hongqi","E-HS9","e-hs9","arac/arazi-suv-pickup",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Hongqi","hongqi","HS5","hs5","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hongqi","hongqi","HS7","hs7","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hummer","hummer","H1","h1","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hummer","hummer","H2","h2","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hummer","hummer","H3","h3","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","i20","i20","arac/otomobil",9,5,"RESEARCHED_WITH_VERIFIED_DATA",5,3,2,0,0
"Hyundai","hyundai","i30","i30","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Elantra","elantra","arac/otomobil",4,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Accent","accent","arac/otomobil",4,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Tucson","tucson","arac/arazi-suv-pickup|arac/otomobil",8,4,"RESEARCHED_WITH_VERIFIED_DATA",4,6,3,0,0
"Hyundai","hyundai","Bayon","bayon","arac/arazi-suv-pickup|arac/otomobil",6,3,"RESEARCHED_WITH_VERIFIED_DATA",3,3,1,1,0
"Hyundai","hyundai","Accent Blue","accent-blue","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Atos","atos","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Coupe","coupe","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Excel","excel","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Genesis","genesis","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Getz","getz","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","i10","i10","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Ioniq","ioniq","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Matrix","matrix","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Pony","pony","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Sonata","sonata","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Veloster","veloster","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Ioniq 5","ioniq-5","arac/arazi-suv-pickup",5,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Ioniq 9","ioniq-9","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","ix35","ix35","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Kona","kona","arac/arazi-suv-pickup",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Santa Fe","santa-fe","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Terracan","terracan","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","H-1","h-1","arac/minivan-panelvan",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","H100","h100","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Inster","inster","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Ioniq 6","ioniq-6","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Hyundai","hyundai","Kona Electric","kona-electric","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ikco","ikco","Dena","dena","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ikco","ikco","Runna","runna","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Ikco","ikco","Samand","samand","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","G","g","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","I30","i30","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","M","m","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","Q30","q30","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","Q40","q40","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","Q50","q50","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","Q60","q60","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","Q70","q70","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","EX","ex","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","FX","fx","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","JX","jx","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","QX30","qx30","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","QX50","qx50","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","QX55","qx55","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","QX60","qx60","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","QX70","qx70","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Infiniti","infiniti","QX80","qx80","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Isuzu","isuzu","D-Max","d-max","arac/arazi-suv-pickup",4,0,"NOT_RESEARCHED",0,0,0,0,0
"Isuzu","isuzu","Gemini","gemini","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Isuzu","isuzu","Stylus","stylus","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Isuzu","isuzu","Trooper","trooper","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Isuzu","isuzu","VehiCross","vehicross","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Iveco","iveco","Daily","daily","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaecoo","jaecoo","J7","j7","arac/arazi-suv-pickup",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaecoo","jaecoo","J8","j8","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","XE","xe","arac/otomobil",3,0,"RESEARCHED_REVIEW_ONLY",0,0,0,1,0
"Jaguar","jaguar","XF","xf","arac/otomobil",3,0,"RESEARCHED_REVIEW_ONLY",0,0,0,1,0
"Jaguar","jaguar","F-Pace","f-pace","arac/arazi-suv-pickup",4,1,"RESEARCHED_WITH_VERIFIED_DATA",1,2,1,0,0
"Jaguar","jaguar","Daimler","daimler","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","F-Type","f-type","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","S-Type","s-type","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","X-Type","x-type","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","XJ","xj","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","XK","xk","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jaguar","jaguar","E-Pace","e-pace","arac/arazi-suv-pickup",3,1,"RESEARCHED_WITH_VERIFIED_DATA",1,3,1,0,0
"Jaguar","jaguar","I-Pace","i-pace","arac/arazi-suv-pickup",3,1,"RESEARCHED_WITH_VERIFIED_DATA",1,2,1,0,0
"Jeep","jeep","Renegade","renegade","arac/arazi-suv-pickup",7,3,"RESEARCHED_WITH_VERIFIED_DATA",3,2,1,1,0
"Jeep","jeep","Compass","compass","arac/arazi-suv-pickup",6,2,"RESEARCHED_WITH_VERIFIED_DATA",2,3,1,0,0
"Jeep","jeep","Avenger","avenger","arac/arazi-suv-pickup",7,3,"RESEARCHED_WITH_VERIFIED_DATA",3,2,0,0,0
"Jeep","jeep","Cherokee","cherokee","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jeep","jeep","Commander","commander","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jeep","jeep","Grand Cherokee","grand-cherokee","arac/arazi-suv-pickup",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Jeep","jeep","Wrangler","wrangler","arac/arazi-suv-pickup",4,1,"RESEARCHED_WITH_VERIFIED_DATA",1,1,1,1,0
"Jeep","jeep","Avenger Electric","avenger-electric","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jiayuan","jiayuan","City Spirit","city-spirit","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jiayuan","jiayuan","Komı","komi","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jiayuan","jiayuan","Lingzu","lingzu","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Jiayuan","jiayuan","M2","m2","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Joyce","joyce","One","one","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM","kgm","Torres","torres","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM","kgm","Korando","korando","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM","kgm","Tivoli","tivoli","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM","kgm","Musso","musso","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Actyon","actyon","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Korando","korando","arac/arazi-suv-pickup",2,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Kyron","kyron","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Musso Grand","musso-grand","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Rexton","rexton","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Tivoli","tivoli","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"KGM SsangYong","kgm-ssangyong","Torres","torres","arac/arazi-suv-pickup",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Ceed","ceed","arac/otomobil",4,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Picanto","picanto","arac/otomobil",4,1,"RESEARCHED_WITH_VERIFIED_DATA",1,1,1,1,0
"Kia","kia","Sportage","sportage","arac/arazi-suv-pickup",9,5,"RESEARCHED_WITH_VERIFIED_DATA",5,7,2,0,0
"Kia","kia","Stonic","stonic","arac/arazi-suv-pickup",5,2,"RESEARCHED_WITH_VERIFIED_DATA",2,3,1,1,0
"Kia","kia","Carens","carens","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Carnival","carnival","arac/otomobil|arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Cerato","cerato","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Clarus","clarus","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Magentis","magentis","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Opirus","opirus","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Optima","optima","arac/otomobil",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Pride","pride","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","ProCeed","proceed","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Rio","rio","arac/otomobil",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Sephia","sephia","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Shuma","shuma","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Stinger","stinger","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","EV3","ev3","arac/arazi-suv-pickup",3,0,"RESEARCHED_REVIEW_ONLY",0,0,0,1,0
"Kia","kia","EV6","ev6","arac/arazi-suv-pickup",5,0,"RESEARCHED_REVIEW_ONLY",0,0,0,1,0
"Kia","kia","EV9","ev9","arac/arazi-suv-pickup",2,0,"RESEARCHED_REVIEW_ONLY",0,0,0,1,0
"Kia","kia","Niro","niro","arac/arazi-suv-pickup",2,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Sorento","sorento","arac/arazi-suv-pickup",2,1,"RESEARCHED_WITH_VERIFIED_DATA",1,2,1,1,0
"Kia","kia","Soul","soul","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Besta","besta","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Pregio","pregio","arac/minivan-panelvan",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","EV5","ev5","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kia","kia","Niro EV","niro-ev","arac/arazi-suv-pickup",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kuba","kuba","City","city","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kuba","kuba","Eco","eco","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Kuba","kuba","Mini","mini","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","110","110","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","111","111","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","112","112","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","Kalina","kalina","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","Niva","niva","arac/otomobil|arac/arazi-suv-pickup",3,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","Priora","priora","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","Samara","samara","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
"Lada","lada","Vaz","vaz","arac/otomobil",1,0,"NOT_RESEARCHED",0,0,0,0,0
