oldSlug,oldPath,oldCategoryId,targetCategoryId,targetPath,redirectType,reason,preserveSeo,active,notes
sifir-urun-ofis-kirtasiye__organizasyon,sifir-urun/sifir-urun-ofis-kirtasiye/organizasyon,cmsg3xiy400jvuzdcxktlvgtr,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-antika-koleksiyon__antika-mobilya,sifir-urun/sifir-urun-antika-koleksiyon/antika-mobilya,cmsg3xj0700k9uzdcdg5zadg3,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-antika-koleksiyon__eski-para,sifir-urun/sifir-urun-antika-koleksiyon/eski-para,cmsg3xj0h00kbuzdcev2jntjx,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-antika-koleksiyon__plak-koleksiyon,sifir-urun/sifir-urun-antika-koleksiyon/plak-koleksiyon,cmsg3xj0s00kduzdc28f1e2pj,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-antika-koleksiyon__oyuncak-koleksiyon,sifir-urun/sifir-urun-antika-koleksiyon/oyuncak-koleksiyon,cmsg3xj1100kfuzdc5ttssakt,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-antika-koleksiyon__sanat-eseri,sifir-urun/sifir-urun-antika-koleksiyon/sanat-eseri,cmsg3xj1800khuzdcn4i0n43y,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-antika-koleksiyon__diger-koleksiyon,sifir-urun/sifir-urun-antika-koleksiyon/diger-koleksiyon,cmsg3xj1g00kjuzdcs8bpz9w9,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-pet-shop__kopek,sifir-urun/sifir-urun-pet-shop/kopek,cmsg3xj3d00kxuzdcrmf1hgay,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-pet-shop__kedi,sifir-urun/sifir-urun-pet-shop/kedi,cmsg3xj3j00kzuzdcbkeavz0e,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-pet-shop__kus,sifir-urun/sifir-urun-pet-shop/kus,cmsg3xj3r00l1uzdcn09eu5gl,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-pet-shop__kemirgen,sifir-urun/sifir-urun-pet-shop/kemirgen,cmsg3xj4a00l5uzdc2q0etaor,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-pet-shop__mama-kumu,sifir-urun/sifir-urun-pet-shop/mama-kumu,cmsg3xj4l00l7uzdcjl6065sf,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-yiyecek-icecek__gida,sifir-urun/sifir-urun-yiyecek-icecek/gida,cmsg3xj5y00lhuzdc0zensn61,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-yiyecek-icecek__icecek,sifir-urun/sifir-urun-yiyecek-icecek/icecek,cmsg3xj6800ljuzdcca30zr9t,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-yiyecek-icecek__organik,sifir-urun/sifir-urun-yiyecek-icecek/organik,cmsg3xj6i00lluzdc4hqglgit,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-yiyecek-icecek__vitamin-takviye,sifir-urun/sifir-urun-yiyecek-icecek/vitamin-takviye,cmsg3xj6s00lnuzdc67cwmjla,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__ekskavator,sifir-urun/sifir-urun-is-makinesi/ekskavator,cmsg3xjmg00mfuzdc0hfalv6r,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__beko-loder,sifir-urun/sifir-urun-is-makinesi/beko-loder,cmsg3xjn100mhuzdc4za72yps,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__loder,sifir-urun/sifir-urun-is-makinesi/loder,cmsg3xjnm00mjuzdc2xsp3eup,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__dozer,sifir-urun/sifir-urun-is-makinesi/dozer,cmsg3xjoh00mluzdc1k5hldck,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__greyder,sifir-urun/sifir-urun-is-makinesi/greyder,cmsg3xjpd00mnuzdcbzwlgf81,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__silindir,sifir-urun/sifir-urun-is-makinesi/silindir,cmsg3xjpp00mpuzdcd2a29dbl,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__forklift,sifir-urun/sifir-urun-is-makinesi/forklift,cmsg3xjq600mruzdch02zhkek,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__teleskopik,sifir-urun/sifir-urun-is-makinesi/teleskopik,cmsg3xjqk00mtuzdc5mwxoo7b,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__mobil-vinc,sifir-urun/sifir-urun-is-makinesi/mobil-vinc,cmsg3xjqw00mvuzdco6yslmta,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__beton-pompasi,sifir-urun/sifir-urun-is-makinesi/beton-pompasi,cmsg3xjrl00mxuzdci8xvz2ul,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__asfalt,sifir-urun/sifir-urun-is-makinesi/asfalt,cmsg3xjsz00mzuzdcgeyx6shp,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__sondaj,sifir-urun/sifir-urun-is-makinesi/sondaj,cmsg3xjtf00n1uzdc7a8h16ch,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-is-makinesi__diger-is-makinesi,sifir-urun/sifir-urun-is-makinesi/diger-is-makinesi,cmsg3xjue00n3uzdcc1tc9gbr,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-tarim-makinesi__traktor,sifir-urun/sifir-urun-tarim-makinesi/traktor,cmsg3xk2900nhuzdczw1pp2t7,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-tarim-makinesi__bicerdover,sifir-urun/sifir-urun-tarim-makinesi/bicerdover,cmsg3xk2z00njuzdcwdkudhem,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-tarim-makinesi__pulluk-ekim,sifir-urun/sifir-urun-tarim-makinesi/pulluk-ekim,cmsg3xk3r00nluzdci5u30s5o,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-tarim-makinesi__balya,sifir-urun/sifir-urun-tarim-makinesi/balya,cmsg3xk5d00npuzdcfj7kk5wj,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-tarim-makinesi__diger-tarim,sifir-urun/sifir-urun-tarim-makinesi/diger-tarim,cmsg3xk6300nruzdcgr2yfhh4,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-sanayi-makinesi__torna-freze,sifir-urun/sifir-urun-sanayi-makinesi/torna-freze,cmsg3xkfc00o5uzdc6k9i53vv,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-sanayi-makinesi__pres-kaynak,sifir-urun/sifir-urun-sanayi-makinesi/pres-kaynak,cmsg3xkgr00o7uzdc3jarsh2c,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-sanayi-makinesi__diger-sanayi,sifir-urun/sifir-urun-sanayi-makinesi/diger-sanayi,cmsg3xkk200ofuzdcdcb07841,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-diger-alisveris__diger,sifir-urun/sifir-urun-diger-alisveris/diger,cmsg3xknv00ojuzdczpo8d4kw,,,INTERNAL_ALIAS,Diğer Her Şey — ARCHIVE or MANUAL_REVIEW,true,true,ARCHIVE
sifir-urun-oyun-konsol__konsol-aksesuar,sifir-urun/elektronik/oyun-ve-konsol/oyun-konsol/konsol-aksesuar,cmsg3xh7l0083uzdcqmff5pvf,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-beyaz-esya__ankastre-buzdolabi,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/ankastre-buzdolabi,cmsg3xgx4005ruzdc6zbsbfmu,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-beyaz-esya__camasir-kurutma,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya/camasir-kurutma,cmsg3xgxe005tuzdc8mjjsx2b,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__elektronik__fotograf-ve-kamera,sifir-urun/elektronik/fotograf-ve-kamera,cmsg4wp2n0023uzxw8u4sgot9,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri,cms93j5m20027uz3g910o9sc3,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__supurge,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/supurge,cmsg3xh17006nuzdcq1pi5vtx,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__utuler,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/utuler,cmsg3xh1e006puzdchzvfhd9y,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__kahve-cay,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/kahve-cay,cmsg3xh1m006ruzdc70t2uqd0,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__blender-mikser,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/blender-mikser,cmsg3xh1w006tuzdc746ad8e3,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__tost-mikrodalga,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/tost-mikrodalga,cmsg3xh24006vuzdcics8ubsa,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__diger-kucuk-ev,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/diger-kucuk-ev,cmsg3xh2t0071uzdc2lzvdqiz,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-elektrikli-ev-aletleri__airfryer,sifir-urun/ev-aletleri/kucuk-ev-aletleri/elektrikli-ev-aletleri/airfryer,cmsg3xh350073uzdcy4uxrfah,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__ev-ve-yasam__ev-dekorasyon-mobilya,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya,cmsg4wp8w002fuzxwt18nv883,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__moda__giyim-aksesuar,sifir-urun/moda/giyim-aksesuar,cmsg4wpb0002ruzxwe7r6a6gk,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__spor-outdoor__bisiklet,sifir-urun/spor-outdoor/bisiklet,cmsg4wpdh002vuzxwh2lo3l0x,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__spor-outdoor__spor-urunleri,sifir-urun/spor-outdoor/spor-urunleri,cmsg4wpdw002zuzxwynzc4p9m,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-spor-outdoor,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor,cms93j5oj002vuz3g5py6nixh,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-spor-outdoor__dalis-balik,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/dalis-balik,cmsg3xiko00h1uzdcaj25qg2k,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-spor-outdoor__diger-spor,sifir-urun/spor-outdoor/spor-urunleri/spor-outdoor/diger-spor,cmsg3xikw00h3uzdc6f9wt0qh,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__mutfak-ve-sofra__mutfak-gerecleri,sifir-urun/mutfak-ve-sofra/mutfak-gerecleri,cmsg4wpg00039uzxw6rhjcfm9,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__mutfak-ve-sofra__termos-ve-matara,sifir-urun/mutfak-ve-sofra/termos-ve-matara,cmsg4wpg7003buzxwxevr2ep1,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-ev-dekorasyon__hali-kilim,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon/hali-kilim,cmsg3xiah00etuzdcqy5qptwd,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun__spor-outdoor__bisiklet__bisiklet,sifir-urun/spor-outdoor/bisiklet/bisiklet,cmsg4wpdm002xuzxwz1jpbybb,,,INTERNAL_ALIAS,Bisiklet→Bisiklet nest: merge leaf into parent or rename parent,true,true,MERGE
sifir-urun__moda__kadin__tisort,sifir-urun/moda/kadin/tisort,cmsg4wpau002puzxwuyaikv2b,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
sifir-urun-giyim-aksesuar__tisort,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar/tisort,cmsg3xhj500aluzdcziy977zl,,,INTERNAL_ALIAS,in DB (sifir) but not in target MD by name match,true,true,ARCHIVE
ikinci-el-tv-goruntu-ses,ikinci-el/elektronik/tv-goruntu-ve-ses/tv-goruntu-ses,cms93j5gi000luz3g24dfer3c,cmsg4wobr0007uzxw9vjxd6oi,ikinci-el/elektronik/tv-goruntu-ve-ses,301,soft-deleted near-duplicate wrapper,true,true,"TV, Görüntü & Ses"
ikinci-el-beyaz-esya,ikinci-el/ev-aletleri/beyaz-esya/beyaz-esya,cms93j5gt000nuz3gczbs3s4t,cmsg4wofl000fuzxwe1yovr8t,ikinci-el/ev-aletleri/beyaz-esya,301,soft-deleted near-duplicate wrapper,true,true,Beyaz Eşya
ikinci-el-oyun-konsol,ikinci-el/elektronik/oyun-ve-konsol/oyun-konsol,cms93j5he000tuz3gh1k5agel,cmsg4woeo000buzxwe8y8e37i,ikinci-el/elektronik/oyun-ve-konsol,301,soft-deleted near-duplicate wrapper,true,true,Oyun & Konsol
ikinci-el-fotograf-kamera,ikinci-el/elektronik/fotograf-ve-kamera/fotograf-kamera,cms93j5hl000vuz3g1vl7fgad,cmsg4woda0009uzxwp3hcj7sq,ikinci-el/elektronik/fotograf-ve-kamera,301,soft-deleted near-duplicate wrapper,true,true,Fotoğraf & Kamera
ikinci-el-giyim-aksesuar,ikinci-el/moda/giyim-aksesuar/giyim-aksesuar,cms93j5i0000zuz3gr5zok56s,cmsg4wonk000xuzxwncjqva3s,ikinci-el/moda/giyim-aksesuar,301,soft-deleted near-duplicate wrapper,true,true,Giyim & Aksesuar
ikinci-el-ev-dekorasyon,ikinci-el/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon,cms93j5j00019uz3g8mne90dy,cmsg4wokx000luzxw6uqgcixo,ikinci-el/ev-ve-yasam/ev-dekorasyon-mobilya,301,soft-deleted near-duplicate wrapper,true,true,Ev Dekorasyon & Mobilya
sifir-urun-tv-goruntu-ses,sifir-urun/elektronik/tv-goruntu-ve-ses/tv-goruntu-ses,cms93j5lr0023uz3g7jpjg8ow,cmsg4wp1h0021uzxwh40ko79d,sifir-urun/elektronik/tv-goruntu-ve-ses,301,soft-deleted near-duplicate wrapper,true,true,"TV, Görüntü & Ses"
sifir-urun-beyaz-esya,sifir-urun/ev-aletleri/beyaz-esya/beyaz-esya,cms93j5lx0025uz3glo91vjio,cmsg4wp4f0029uzxwroue3qn1,sifir-urun/ev-aletleri/beyaz-esya,301,soft-deleted near-duplicate wrapper,true,true,Beyaz Eşya
sifir-urun-oyun-konsol,sifir-urun/elektronik/oyun-ve-konsol/oyun-konsol,cms93j5mi002buz3g7tu2snvu,cmsg4wp3k0025uzxwhokxbo3o,sifir-urun/elektronik/oyun-ve-konsol,301,soft-deleted near-duplicate wrapper,true,true,Oyun & Konsol
sifir-urun-fotograf-kamera,sifir-urun/elektronik/fotograf-ve-kamera/fotograf-kamera,cms93j5mq002duz3g8af5v1r4,cmsg4wp2n0023uzxw8u4sgot9,sifir-urun/elektronik/fotograf-ve-kamera,301,soft-deleted near-duplicate wrapper,true,true,Fotoğraf & Kamera
sifir-urun-giyim-aksesuar,sifir-urun/moda/giyim-aksesuar/giyim-aksesuar,cms93j5n5002huz3gwi5wr8fk,cmsg4wpb0002ruzxwe7r6a6gk,sifir-urun/moda/giyim-aksesuar,301,soft-deleted near-duplicate wrapper,true,true,Giyim & Aksesuar
sifir-urun-ev-dekorasyon,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya/ev-dekorasyon,cms93j5o5002ruz3ga5yzz29e,cmsg4wp8w002fuzxwt18nv883,sifir-urun/ev-ve-yasam/ev-dekorasyon-mobilya,301,soft-deleted near-duplicate wrapper,true,true,Ev Dekorasyon & Mobilya
